Time, Acc (mg) X, Y, Z, Gyr (DPS) X, Y, Z, Mag (uT) X, Y, Z, Temp, Pa, PSI, atm
580767, -00072.27, 00874.51, 00478.52, 00000.53, 00001.21, 00000.94,-00027.60, 00049.50, 00048.45, 00033.25,98634.55,14.31,0.97
581081, -00126.46, 00789.06, 00431.64, 00009.05,-00022.71,-00002.15,-00027.00, 00046.95, 00049.80, 00033.25,98646.83,14.31,0.97
581395, -00026.37, 00687.01, 00475.10, 00004.67,-00033.86, 00055.79,-00029.40, 00047.40, 00050.10, 00033.68,98651.44,14.31,0.97
581713, -00091.31, 00787.11, 00445.80, 00008.92,-00001.13, 00053.98,-00032.40, 00048.15, 00048.60, 00033.49,98652.27,14.31,0.97
582027,  00105.47, 00263.67, 00957.52,-00187.44, 00064.37,-00029.42,-00024.15, 00013.65, 00060.45, 00033.59,98670.41,14.31,0.97
582341, -00363.77, 00339.36, 00790.53, 00041.11, 00038.26,-00016.21,-00003.60, 00013.65, 00052.50, 00033.35,98652.85,14.31,0.97
582655,  00035.16, 00459.47, 01020.02,-00006.76,-00092.99, 00098.40,-00024.60, 00012.90, 00059.70, 00033.44,98637.63,14.31,0.97
582973,  00035.16, 00443.85, 01052.25, 00035.53, 00106.70,-00087.66,-00026.10, 00010.50, 00057.90, 00033.35,98635.64,14.31,0.97
583287, -00063.96, 00222.17, 00957.03, 00003.94, 00036.66, 00002.26,-00013.65, 00023.10, 00053.85, 00033.49,98637.53,14.31,0.97
583601,  00000.49, 00311.04, 00952.64,-00008.92, 00004.31, 00035.51,-00012.75, 00028.80, 00053.25, 00033.30,98643.67,14.31,0.97
583915,  00060.55, 00328.12, 00971.68,-00011.70, 00017.56, 00008.27,-00011.40, 00027.75, 00051.30, 00033.35,98639.88,14.31,0.97
584233, -00081.54, 00386.23, 00992.19,-00021.15,-00016.53, 00027.11,-00008.40, 00025.50, 00051.30, 00033.49,98652.36,14.31,0.97
584547,  00040.04, 00406.74, 00950.20,-00005.95, 00078.19,-00078.25,-00011.70, 00022.20, 00052.05, 00033.35,98648.07,14.31,0.97
584861, -00054.69, 00587.89, 00954.59, 00017.66, 00006.88, 00078.87,-00007.80, 00040.80, 00042.75, 00033.25,98655.34,14.31,0.97
585175, -00359.86, 00352.05, 00770.51,-00027.90, 00089.11,-00069.66, 00007.80, 00031.20, 00033.75, 00033.35,98647.15,14.31,0.97
585493, -00246.58, 00611.33, 00639.65, 00011.41,-00081.71, 00020.56, 00007.35, 00045.90, 00019.80, 00033.49,98656.04,14.31,0.97
585807, -00313.96, 00555.18, 00667.97,-00064.27, 00093.96, 00008.97, 00003.15, 00046.35, 00023.10, 00033.35,98648.02,14.31,0.97
586121, -00424.80, 00684.08, 00485.35,-00033.63,-00005.08,-00026.98, 00005.10, 00044.70, 00017.10, 00033.59,98638.55,14.31,0.97
586435, -00406.74, 00774.41, 00483.40, 00036.15,-00066.19,-00076.21, 00008.40, 00042.90, 00015.45, 00033.44,98632.95,14.31,0.97
586753, -00444.34, 00699.71, 00501.46,-00031.14,-00012.67,-00003.95, 00008.55, 00038.70, 00018.60, 00033.49,98643.10,14.31,0.97
587067, -00444.34, 00774.41, 00467.29,-00013.69, 00010.44, 00008.89, 00006.30, 00040.35, 00017.40, 00033.49,98644.53,14.31,0.97
587381, -00480.96, 00724.61, 00432.13,-00041.77, 00037.30, 00011.75, 00008.85, 00038.40, 00015.15, 00033.35,98651.67,14.31,0.97
587695, -00629.88, 00656.74, 00418.95,-00039.92, 00036.23, 00009.46, 00008.85, 00040.80, 00009.90, 00033.59,98642.55,14.31,0.97
588013, -00642.09, 00607.91, 00420.41,-00002.21,-00022.11,-00008.37, 00006.60, 00042.00, 00011.10, 00033.68,98661.20,14.31,0.97
588327, -00656.74, 00506.84, 00356.93, 00048.23,-00018.48,-00021.07, 00009.90, 00038.55, 00012.45, 00033.16,98645.16,14.31,0.97
588641, -00526.86, 00469.24, 00468.26, 00033.94,-00009.24,-00006.28, 00010.80, 00033.60, 00016.65, 00033.44,98650.40,14.31,0.97
588955, -00523.44, 00648.93, 00465.82, 00050.74, 00016.51,-00024.82, 00011.25, 00036.75, 00015.15, 00033.35,98648.55,14.31,0.97
589273, -00547.85, 00834.47, 00401.86, 00011.51,-00034.18,-00010.90, 00010.20, 00040.50, 00009.00, 00033.49,98647.92,14.31,0.97
589587 ,-00471.68, 00688.48, 00404.30, 00043.02, 00020.45, 00007.14, 00009.30, 00037.65, 00012.90, 00033.68,98648.74,14.31,0.97
589901 ,-00706.54, 00941.89, 00259.77, 00005.76, 00006.06, 00002.83, 00010.20, 00044.10, 00007.50, 00033.49,98656.55,14.31,0.97
590215, -00455.08, 00442.38, 00383.79, 00093.70, 00044.26, 00081.85, 00009.60, 00042.30, 00012.15, 00033.35,98642.95,14.31,0.97
590533, -00358.40, 01033.20,-00161.62,-00006.73,-00001.92,-00052.04, 00004.50, 00049.80,-00007.80, 00033.44,98652.43,14.31,0.97
590847, -00346.68, 01135.74,-00075.68,-00032.47, 00012.46, 00023.14, 00002.10, 00051.15,-00004.20, 00033.49,98655.59,14.31,0.97
591161, -00398.93, 00767.58,-00043.46, 00002.67, 00005.44,-00004.81, 00002.85, 00050.70,-00004.20, 00033.16,98641.97,14.31,0.97
